id,Province,District,GON_Division,Category,Institute_Name,Address,tel,x,y,institute_code,Ownership,TypeOfInstitutes,office,TypeOfServicesCurative,TypeOfServicesPreventive,CDate
4098,Central,Kandy,494-Harankawa,Clinic,Clinic centre - Siyapathagama,"Clinic centre, Siyapathagama",,7.401304571,80.53552944,PKY0010744.01.187,,Clinic,null,,,null
4099,Central,Kandy,565-Thelambugahawatta,Clinic,Clinic centre - Telambugahawatta,"Clinic centre, Telambugahawatta",,7.37144006,80.62964497,PKY0010744.01.10,,Clinic,null,,,null
4100,Central,Kandy,516-Weligalla,Clinic,Clinic centre - Weligalla,"Clinic centre, Weligalla",,7.390873251,80.57003338,PKY0010744.01.188,,Clinic,null,,,null
4101,Central,Kandy,564-Akurana,Clinic,Clinic centre - Weliketiya,"Clinic centre, Weliketiya",,7.363722674,80.61908796,PKY0010744.01.11,,Well Women Clinic,null,,,null
4102,Central,Kandy,690-Mahawatta East,Clinic,Clinic centre - Yakgahapitiya,"Clinic centre, Yakgahapitiya",,7.298655258,80.66776386,PKY0010744.01.285,,Clinic,null,,,null
4103,Central,Kandy,532-Ankumbura South,Clinic,Clinic centre -Divisional Hospital - Ankumbura,"Clinic centre,Divisional Hospital, Ankumbura",,7.440397306,80.57021812,PKY0010744.01.189,,Clinic,null,,,null
4104,Central,Kandy,502-Bokkawala,Clinic,Clinic centre -Divisional Hospital - Bokkawala,"Clinic centre,Divisional Hospital, Bokkawala",,7.393087288,80.55282114,PKY0010744.01.190,,Clinic,null,,,null
4105,Central,Kandy,1144- Kahawatta,Clinic,Clinic centre -Kahawaththa,"Clinic centre,Kahawaththa",,7.16152376,80.60490838,PKY0010744.01.273,,Clinic,null,,,null
4106,Central,Kandy,764 - Vilamuna,Base Hospital,Base Hospitala - Theldeniya,"District Base Hospitala Theldeniya,Kandy.","08-2374055,0812050613",7.30653,80.765415,PKY0010751,Provincial Council,,,true,false,2018-08-15 12:01:10
4107,Central,Kandy,1085 - Part of Nawalapitiya East,General Hospital,District Genaral Hospital - Nawalapitiya,"District Genaral Hospital Nawalapitiya, Pasbage Nawalapitiya,Kandy.",054 2222261,7.053178,80.5352,,,,,false,false,null
4108,Central,Kandy,1079 - Westholl,Divisional Hospital,Divisiona Hospital - Westhall,"Divisiona Hospital Westhall, Pasbage Nawalapitiya,Kandy.",,7.00112,80.57205833,,,Divisional Hospital,null,,,null
4109,Central,Kandy,810 - Medamahanuwara,Divisional Hospital,Divisional Hospita - Medamahanuwara,"Divisional Hospita Medamahanuwara, Medadumbara,Kandy.",081 2402261,7.289738333,80.81513167,PKY0011072,,,,false,false,null
4110,Central,Kandy,564-Akurana,Divisional Hospital,Divisional Hospital - Akurana,"Divisional Hospital, Akurana",812300461,7.363722674,80.61908796,PKY0010777,,,,false,false,null
4111,Central,Kandy,942 - Muttettuthenna,Divisional Hospital,Divisional Hospital - Ambagahapelassa,"Divisional Hospital Ambagahapelassa, Hasalaka,Kandy.",055 3553561,7.220938333,80.99894,PKY0010926,,,,false,false,null
4112,Central,Kandy,532-Ankumbura South,Divisional Hospital,Divisional Hospital - Ankumbura,"Divisional Hospital, Ankumbura",662240261,7.440397306,80.57021812,PKY0010785,,,,true,false,2018-08-17 09:40:21
4113,Central,Kandy,61 - Daskara,Divisional Hospital,Divisional Hospital - Bambaradeniya,"Divisional Hospital Bambaradeniya, Bambaradeniya,Kandy.",081 2315521,7.203951667,80.565415,PKY0010934,,,,false,false,null
4114,Central,Kandy,912 - Udattawa,Divisional Hospital,Divisional Hospital - Batumulla,"Divisional Hospital Batumulla, Hasalaka,Kandy.",081 5677454,7.414448333,80.93663833,PKY0010942,Provincial Council,,,true,false,2018-08-24 03:09:30
4115,Central,Kandy,502-Bokkawala,Divisional Hospital,Divisional Hospital - Bokkawala,"Divisional Hospital, Bokkawala",812461212,7.393087288,80.55282114,PKY0010959,,,,true,false,2018-08-17 11:43:43
4116,Central,Kandy,1041 - Karagaskada North,Divisional Hospital,Divisional Hospital - Delthota,"Divisional Hospital Delthota, Galaha,Kandy.",081 2467261,7.170643333,80.69986167,PKY0010793,,,,false,false,null
4117,Central,Kandy,1050 - Miyanagolla,Divisional Hospital,Divisional Hospital - Dolosbage,"Divisional Hospital Dolosbage, Gangaihala,Kandy.",054 2244261,7.082042,80.471064,PKY0010967,,,,false,false,null
4118,Central,Kandy,750 - Dunhinna,Divisional Hospital,Divisional Hospital - Dunhinna,"Divisional Hospital Dunhinna, Medadumbara,Kandy.","081 3807288,0812064462",7.347856667,80.75513333,PKY0010975,Provincial Council,,,true,false,2018-08-24 04:42:51
4119,Central,Kandy,305 - Haddapitiya,Divisional Hospital,Divisional Hospital - Galagedara,"Divisional Hospital Galagedara, Galagedara,Kandy.",081 2461261,7.372553333,80.524555,PKY0010801,,,,false,false,null
4120,Central,Kandy,976 - Udadelthota,Divisional Hospital,Divisional Hospital - Galaha,"Divisional Hospital Galaha, Galaha,Kandy.",081 2467262,7.194936667,80.67578667,PKY0010983,,,,false,false,null
4121,Central,Kandy,646-Galpihilla,PMCU,Divisional Hospital - Galpihilla,"Divisional Hospital, Galpihilla",0812476361,7.34650658,80.70544462,,,PMCU,,false,false,2018-08-17 04:23:38
4122,Central,Kandy,30 - Palle Aludeniya,Divisional Hospital,Divisional Hospital - Gelioya,"Divisional Hospital Gelioya, Udunuwara,Kandy.",081 2310127,7.213361667,80.592525,PKY0011007,,,,false,false,null
4123,Central,Kandy,924 - Hasalaka,Divisional Hospital,Divisional Hospital - Hasalaka,"Divisional Hospital Hasalaka, Hasalaka,Kandy.",055 2257160,7.354678333,80.95252,PKY0011015,,,,false,false,null
4124,Central,Kandy,324 - Dunkumbura,Divisional Hospital,Divisional Hospital - Hatharaliyedda,"Divisional Hospital Hatharaliyedda, Hatharaliyedda,Kandy.","081 2464361,0812464312",7.342958333,80.47679167,PKY0011023,,,,true,false,2018-08-20 09:51:03
4125,Central,Kandy,624 - Mahakumbura,Divisional Hospital,Divisional Hospital - Jambugahapitiya(Aluthgama),"Divisional Hospital Jambugahapitiya(Aluthgama), Pathadumbara Wattegama,Kandy.",081 2493266,7.363098333,80.640755,PKY0010918,,,,false,false,null
4126,Central,Kandy,176 - Madarangoda,Divisional Hospital,Divisional Hospital - Kadugannawa,"Divisional Hospital Kadugannawa, Yatinuwara,Kandy.",081 2571344,7.260471667,80.53398833,PKY0010819,,,,false,false,null
4127,Central,Kandy,1144-Kahawatta,Divisional Hospital,Divisional Hospital - Kahawaththa,"Divisional Hospital, Kahawaththa",,7.16152376,80.60490838,PKY0011031,,,,false,false,null
4128,Central,Kandy,1157-Megoda Kalugamuwa,PMCU,Kallugamuwa PMCU,"PMCU, Kallugamuwa",,7.206268036,80.60879172,PKY0011353,,Divisional C,,true,false,2018-08-16 04:49:41
4129,Central,Kandy,608 - Part of Nawayalathenna,Divisional Hospital,Divisional Hospital - Katugasthota,"Divisional Hospital Katugasthota, Harispaththuwa,Kandy.",081 2499261,7.326055,80.62876,PKY0010827,,,,false,false,null
4130,Central,Kandy,907 - Wewere,Divisional Hospital,Divisional Hospital - Kolongoda,"Divisional Hospital Kolongoda, Hasalaka,Kandy.","081 3560461,055356046",7.471416667,80.94832167,PKY0011049,Provincial Council,,,true,true,2018-08-24 02:26:46
4131,Central,Kandy,214 - Doluwa West,Divisional Hospital,Divisional Hospital - Kotaligoda,"Divisional Hospital Kotaligoda, Yatinuwara,Kandy.",081 2575461,7.28915,80.51325833,PKY0011056,,,,false,false,2018-08-27 09:26:10
4132,Central,Kandy,1063 - Malwattagama,Divisional Hospital,Divisional Hospital - Kurunduwaththa,"Divisional Hospital Kurunduwaththa, Gangaihala,Kandy.",081 2352517,7.12900608,80.53130807,PKY0011064,,,,false,false,null
4133,Central,Kandy,731 - Madolkele,Divisional Hospital,Divisional Hospital - Madulkele,"Divisional Hospital Madulkele, Panvila,Kandy.",081 2363261,7.397903333,80.73326,PKY0010835,,,,false,false,null
4134,Central,Kandy,12 - Yalegoda West,Divisional Hospital,Divisional Hospital - Mampitiya,"Divisional Hospital Mampitiya, Udunuwara,Kandy.",081 2315296,7.245296667,80.57899667,PKY0010843,,,,false,false,null
4135,Central,Kandy,1008 - Damunugolla,Divisional Hospital,Divisional Hospital - Marassana,"Divisional Hospital Marassana, Thalathuoya (Pathahewaheta),Kandy.",081 2405004,7.220475,80.73686667,PKY0010850,,,,false,false,null
4136,Central,Kandy,484 - Medawala,Divisional Hospital,Divisional Hospital - Medawala,"Divisional Hospital Medawala, Harispaththuwa,Kandy.",081 2490900,7.357968,80.566364,PKY0011080,,,,false,false,null
4137,Central,Kandy,705-Menikhinna,Divisional Hospital,Divisional Hospital - Menikhinna,"Divisional Hospital, Menikhinna",812374331,7.312562722,80.70516047,PKY0010868,,,,true,false,2018-08-20 09:36:31
4138,Central,Kandy,1135- Palledelthota,Divisional Hospital,Divisional Hospital - Morahena,"Divisional Hospital, Morahena",,7.160114385,80.67014172,PKY0011106,,,,false,false,null
4139,Central,Kandy,934 - Morayaya,Divisional Hospital,Divisional Hospital - Morayaya,"Divisional Hospital Morayaya, Hasalaka,Kandy.",,7.30889,80.97680667,,,,,false,false,null
4140,Central,Kandy,128 - Kaluwarawatta,Divisional Hospital,Divisional Hospital - Muruthalawa,"Divisional Hospital Muruthalawa, Yatinuwara,Kandy.",081 2412190,7.289066667,80.577555,PKY0011114,,,,true,true,2018-08-17 01:48:09
4141,Central,Kandy,723-Narampanawa East,Divisional Hospital,Divisional Hospital - Narampanawa,"Divisional Hospital, Narampanawa",812476423,7.343669599,80.73255437,PKY0011122,,,,false,false,null
4142,Central,Kandy,1026 - Nawaneliya,Divisional Hospital,Divisional Hospital - Pallegama,"Divisional Hospital Pallegama, Galaha,Kandy.",081 5678800,7.16606,80.72360833,PKY0011155,,,,false,false,null
4143,Central,Kandy,83 - Pamunuwa East,Divisional Hospital,Divisional Hospital - Pamunuwa,"Divisional Hospital Pamunuwa, Udunuwara,Kandy.",081 2315252,7.245533333,80.56443333,PKY0011130,,,,false,false,null
4144,Central,Kandy,1147-Panwilathenna,Divisional Hospital,Divisional Hospital - Panwilathenna,"Divisional Hospital, Panwilathenna",0813801814,7.156910906,80.629895,PKY0011148,Provincial Council,,,true,false,2018-08-27 08:35:41
4145,Central,Kandy,1177 - Wahugapitiya,Divisional Hospital,Divisional Hospital - Pussellawa,"Divisional Hospital Pussellawa, Udapalatha Gampola,Kandy.",081 2478261,7.116351667,80.624575,PKY0010876,,,,true,false,2018-08-27 09:47:44
4146,Central,Kandy,341 - Handabowa,Divisional Hospital,Divisional Hospital - Sangharajapura,"Divisional Hospital Sangharajapura, Hatharaliyedda,Kandy.",081 2461262,7.325766667,80.50595667,PKY0011163,Provincial Council,,,true,false,2018-08-24 03:14:51
4147,Central,Kandy,961 - Thalathuoya  East,Divisional Hospital,Divisional Hospital - Thalathuoya,"Divisional Hospital Thalathuoya, Thalathuoya (Pathahewaheta),Kandy.",081 2404261,7.249306667,80.69089333,PKY0011171,,,,false,false,null
4148,Central,Kandy,461 - Thittapajjala,Divisional Hospital,Divisional Hospital - Thiththapajjala,"Divisional Hospital Thiththapajjala, Harispaththuwa,Kandy.",081 2499561,7.329035,80.58205333,PKY0010884,,,,false,false,null
4149,Central,Kandy,1171 - Udagama,Divisional Hospital,Divisional Hospital - Udagama,"Divisional Hospital Udagama, Udapalatha Gampola,Kandy.",081 3825276,7.140651667,80.62192667,PKY0011189,,,,false,false,null
4150,Central,Kandy,877 - Kirigankumbura,Divisional Hospital,Divisional Hospital - Ududumbara,"Divisional Hospita Ududumbara, Ududumbara,Kandy.","081 2402461,0813824499",7.319111667,80.87845333,PKY0010892,,,,true,false,2018-08-17 02:19:51
4151,Central,Kandy,952 - Monarangala,Divisional Hospital,Divisional Hospital - Uduwela,"Divisional Hospital Uduwela, Thalathuoya (Pathahewaheta),Kandy.",081 2219537,7.259883333,80.65185833,PKY0011197,,,,true,false,2018-08-17 09:29:49
4152,Central,Kandy,1071 - Ulapane North,Divisional Hospital,Divisional Hospital - Ulapane,"Divisional Hospital Ulapane, Gangaihala,Kandy.",081 2350244,7.106663333,80.56494333,PKY0011205,,,,false,false,null
4153,Central,Kandy,124 - Panabokka,Divisional Hospital,Divisional Hospital - Wattappola,"Divisional Hospital Wattappola, Bambaradeniya,Kandy.",081 2573186,7.227008333,80.54337667,PKY0011213,,,,false,false,null
4154,Central,Kandy,595 - Part of Wattegama North,Divisional Hospital,Divisional Hospital - Wattegama,"Divisional Hospital Wattegama, Pathadumbara Wattegama,Kandy.",081 2476261,7.358187,80.680527,PKY0010900,,,,false,false,null
4155,Central,Kandy,690-Mahawatta East,Divisional Hospital,Divisional Hospital - Yakgahapitiya,"Divisional Hospital, Yakgahapitiya",0812420371,7.298655258,80.66776386,PKY0011239,,,,true,false,2018-08-20 09:45:59
4156,Central,Kandy,259 - Gatambe,Teaching Hospital,Teaching Hospital Peradeniya,"Teaching Hospital Peradeniya,,Kandy.",081 2388001-05/07 081 2388261,7.266255,80.59814,LKY0001016,,General Hospital,null,,,null
4157,Central,Kandy,220 - Boowelikada,Other Health Institute,Lakeside Avdentist Hospital,"Lakeside Avdentist Hospital,Kandy.",,7.287682,80.644887,,,Other Health Institu,null,,,null
4158,Central,Kandy,608 - Part of Nawayalathenna,Other Health Institute,Mental Helth Resource Center - Katugasthota,"Mental Helth Resource Center Katugasthota,Kandy.",081 2497756,7.325988333,80.62854167,,,Other Health Institu,null,,,null
4159,Central,Kandy,583 - Alawathugoda,MOH Office,MOH - Akurana,"MOH Akurana, Akurana,Kandy.",066 2244054,7.409576667,80.609425,PKY0011569,,MOH,null,,,null
4160,Central,Kandy,61 - Daskara,MOH Office,MOH - Bambaradeniya,"MOH Bambaradeniya, Bambaradeniya,Kandy.",081 2315751,7.204113333,80.56534,PKY0011577,,MOH,null,,,null
4161,Central,Kandy,1155 - Doluwa,MOH Office,MOH - Doluwa,"MOH Doluwa, Doluwa,Kandy.",081 2415220,7.18343,80.60237667,PKY0011585,,MOH,null,,,null
4162,Central,Kandy,305 - Haddapitiya,MOH Office,MOH - Galagedara,"MOH Galagedara, Galagedara,Kandy.",081 2461368,7.371668333,80.52492167,PKY0011593,,MOH,,false,true,2018-08-17 03:49:27
4163,Central,Kandy,980 - Perawatta East,MOH Office,MOH - Galaha,"MOH Galaha, Galaha,Kandy.",081 2467601,7.203036,80.662824,PKY0011601,Provincial Council,MOH,,false,true,2018-08-16 02:34:46
4164,Central,Kandy,1063 - Malwattagama,MOH Office,MOH - Gangaihala,"MOH Gangaihala, Gangaihala,Kandy.",081 2352803,7.129297823,80.5315306,PKY0011676,,MOH,,false,true,2018-08-20 10:12:33
4165,Central,Kandy,684 - Nattarampotha,MOH Office,MOH - Gangawata Korale,"MOH Gangawata Korale, Gangawatakorale,Kandy.",081 2240047,7.279335,80.66659333,PKY0011627,,MOH,,false,true,2018-08-20 09:53:05
4166,Central,Kandy,461 - Thittapajjala,MOH Office,MOH - Harispaththuwa,"MOH Harispaththuwa, Harispaththuwa,Kandy.",081 2499317,7.328516667,80.58203333,PKY0011775,,MOH,null,,,null
4167,Central,Kandy,928 - Hasalaka Nagaraya,MOH Office,MOH - Hasalaka Minipe,"MOH Hasalaka Minipe, Hasalaka,Kandy.",055 2257078,7.350937,80.948442,PKY0011635,,MOH,null,,,null
4168,Central,Kandy,324 - Dunkumbura,MOH Office,MOH - Hatharaliyedda,"MOH Hatharaliyedda, Hatharaliyedda,Kandy.",081 3823628,7.34269,80.47695333,PKY0011643,,MOH,null,,,null
4169,Central,Kandy,175 - Part of Kotabogoda,MOH Office,MOH - Kadugannawa(Yatinuwara),"MOH Kadugannawa(Yatinuwara), Yatinuwara,Kandy.",081 2571252,7.261551667,80.53343,PKY0011783,,MOH,,false,true,2018-08-20 09:59:58
4170,Central,Kandy,257 - Mahanuwara,MOH Office,MOH - Kandy Municipal Council,"MOH Kandy Municipal Council, Kandy Municipal Council,Kandy.",,7.298749,80.637324,PKY0011650,,MOH,null,,,null
4171,Central,Kandy,696 - Rajawella North,MOH Office,MOH - Kundasale,"MOH Kundasale, Kundasale,Kandy.",081 2374012,7.293613333,80.73528333,PKY0011668,,MOH,,false,true,2018-08-17 09:21:30
4172,Central,Kandy,809 - Bomure,MOH Office,MOH - Medadumbara,"MOH Medadumbara, Medadumbara,Kandy.",081 2402457,7.284985,80.81377167,PKY0011684,,MOH,null,,,null
4173,Central,Kandy,729 - Panvila,MOH Office,MOH - Panvila,"MOH Panvila, Panvila,Kandy.",081 2472031,7.362385,80.712715,PKY0011700,,MOH,null,,,null
4174,Central,Kandy,1085 - Part of Nawalapitiya East,MOH Office,MOH - Pasbage Nawalapitiya,"MOH Pasbage Nawalapitiya, Pasbage Nawalapitiya,Kandy.",054 2222278,7.053013333,80.53439667,PKY0011718,,MOH,,true,false,2018-08-17 09:10:23
4175,Central,Kandy,595 - Part of Wattegama North,MOH Office,MOH - Pathadumbara Wattegama,"MOH Pathadumbara Wattegama, Pathadumbara Wattegama,Kandy.",081 2476262,7.350373333,80.68304,PKY0011767,,MOH,,false,true,2018-08-17 09:34:54
4176,Central,Kandy,547 - Diddeniya,MOH Office,MOH - Poojapitiya,"MOH Poojapitiya, Poojapitiya,Kandy.",081 2307018,7.380805,80.59081,PKY0011726,,MOH,,false,true,2018-08-17 09:17:16
4177,Central,Kandy,961 - Thalathuoya  East,MOH Office,MOH - Thalathuoya (Pathahewaheta),"MOH Thalathuoya (Pathahewaheta), Thalathuoya (Pathahewaheta),Kandy.",081 2404278,7.249391667,80.69096333,PKY0011734,Provincial Council,MOH,,false,true,2018-08-27 12:59:06
4178,Central,Kandy,1164 - Angammana West,MOH Office,MOH - Udapalatha Gampola,"MOH Udapalatha Gampola, Udapalatha Gampola,Kandy.",081 2352278,7.161409,80.57428,PKY0011619,,MOH,null,,,null
4179,Central,Kandy,877 - Kirigankumbura,MOH Office,MOH - Ududumbara,"MOH Ududumbara, Ududumbara,Kandy.",081 2402381,7.319495,80.87833833,PKY0011742,Provincial Council,MOH,,false,true,2018-08-16 02:29:48
4180,Central,Kandy,16 - Alapalawala East,MOH Office,MOH - Udunuwara,"MOH Udunuwara, Udunuwara,Kandy.",081 2315732,7.243455,80.57960833,PKY0011759,,MOH,null,,,null
4181,Central,Kandy,1155-Doluwa,Clinic,MOH-Dolluwa,MOH-Dolluwa,,7.183093624,80.60221251,PKY0010744.01.287,,Clinic,null,,,null
4182,Central,Kandy,705-Menikhinna,MOH Office,MOH-Menikhinna,MOH-Menikhinna,0718231239,7.312716404,80.70516047,PKY0011692,,MOH,,false,true,2018-08-20 09:27:26
4183,Central,Kandy,282 - Pahala Eriyagama,Other Health Institute,National Transport Medical Institute,"National Transport Medical Institute,Kandy.",,7.264516667,80.589165,,,Other Health Institu,null,,,null
4184,Central,Kandy,1085 - Part of Nawalapitiya East,Clinic,Nawalapitiya  -Urban Counsil Clinic,"Nawalapitiya  -Urban Counsil Clinic, Pasbage Nawalapitiya,Kandy.",,7.054731667,80.535365,PKY0010744.01.159,,Clinic,null,,,null
4185,Central,Kandy,1085 - Part of Nawalapitiya East,Other Health Institute,Nawalapitiya Nursing Home,"Nawalapitiya Nursing Home, Pasbage Nawalapitiya,Kandy.",,7.054398,80.535567,,,Other Health Institu,null,,,null
4186,Central,Kandy,220 - Boowelikada,Other Health Institute,PDHS - Central Province,"PDHS Central Province, Gangawatakorale,Kandy.",081 2224336,7.290695,80.643785,PKY0010728,,Provincial Ministry,null,,,null
4187,Central,Kandy,821 - Meegahalanda,PMCU,PMCU - Dunuvila,"PMCU Sandasiridunuvila, Medadumbara,Kandy.",081 2375545,7.244811667,80.82458667,,,Primary Medical Care,null,,,null
4188,Central,Kandy,32 - Pethiyagoda West,PMCU,PMCU - Elamaldeniya,"PMCU Elamaldeniya, Udunuwara,Kandy.",081 3840503,7.209993333,80.58319167,PKY0011304,Provincial Council,,,true,false,2018-08-24 01:25:09
4189,Central,Kandy,398 - Kumburegama,PMCU,PMCU - Girihagama,"PMCU Girihagama, Galagedara,Kandy.",081 3822222,7.360441667,80.54514,PKY0011320,Provincial Council,,,true,false,2018-08-24 03:00:45
4190,Central,Kandy,429 - Gohagoda,PMCU,PMCU - Gohagoda,"PMCU Gohagoda, Harispaththuwa,Kandy.",081 2492885,7.304058333,80.61269667,PKY0011346,,Primary Medical Care,,true,false,2018-08-24 02:45:13
4191,Central,Kandy,1005 - Pathamailapitiya North,PMCU,PMCU - Mailapitiya,"PMCU Mailapitiya, Thalathuoya (Pathahewaheta),Kandy.","081 2238883,081-2054425",7.231098333,80.74784333,PKY0011403,Provincial Council,,,true,false,2018-08-27 09:51:13
4192,Central,Kandy,894 - Kaikawala,PMCU,PMCU - Meemure,"PMCU Meemure, Ududumbara,Kandy.",,7.424985,80.84523333,PKY0011445,,,,false,false,null
4193,Central,Kandy,261 - Deiyannewela,PMCU,PMCU - Suduhompala,"PMCU Suduhompala, Gangawatakorale,Kandy.",081 3823629,7.281173333,80.62472667,PKY0011494,,,,false,false,null
4194,Central,Kandy,197 - Pahala Rathmeewala,PMCU,PMCU - Thapalpalawaththa,"PMCU Thapalpalawaththa, Yatinuwara,Kandy.",,7.273626667,80.50767333,PKY0011502,,Primary Medical Care,null,,,null
4195,Central,Kandy,101 - Liyangaha Watta,PMCU,PMCU - Welamboda,"PMCU Welamboda, Bambaradeniya,Kandy.",081 2352207,7.20146,80.54458,PKY0011528,Provincial Council,,,true,false,2018-08-27 09:29:49
4196,Central,Kandy,268 - Mahakanda,PMCU,PMCU- Mahakanda,"PMCU- Mahakanda, Gangawatakorale,Kandy.",081 2288080,7.23037,80.60511167,PKY0011395,,,,true,true,2018-08-20 09:40:15
4197,Central,Kandy,257 - Mahanuwara,RDHS,RDHS - Kandy,,,7.29657,80.63567333,PKY0010744,,RDHS,,false,false,2018-08-10 12:53:36
4198,Central,Kandy,696-Rajawella North,Specialized Hospital,Rehabilitation Hospital -Rajawella,"Rehabilitation Hospital,Rajawella",,7.295996812,80.7304418,,,Rehabilitation Hospi,null,,,null
4199,Central,Kandy,264 - Part of Bogambara,Other Health Institute,Respiratory Deseases Treatment Unit,"Respiratory Deseases Treatment Unit,Kandy.",,7.28754,80.63585,,,Other Health Institu,null,,,null
4200,Central,Kandy,259 - Gatambe,Specialized Hospital,Sirimavo Bandaranaike Specialized Children's' Hospital,"Sirimavo Bandaranaike Specialized Children's' Hospital,Peradeniya,Kandy.",081 2389110 081 2389112-14,7.267933,80.597211,LKY0001024,Line Ministry,Specialized Hospital,null,,,null
4201,Central,Kandy,1040 - Gonagoda,Other Health Institute,Sisila Rehabilitation & Training Centre,"Sisila Rehabilitation & Training Centre, Galaha,Kandy.",081 3829470,7.155508333,80.70481833,,,Other Health Institu,null,,,null
4357,Northern,Kilinochchi,Kilinochchi,RDHS,RDHS Kilinochchi,"A9 Road, Kilinochchi",212285933,9.3967205,80.4079995,PKN0010074,,RDHS,null,,,null
4358,Northern,Kilinochchi,Kilinochchi,MOH Office,MOH Office - Kilinochchi,"A9 Road, Kilinochchi",,9.3965009,80.4081192,PKN0010231,Provincial Council,MOH,,false,true,2018-08-22 09:36:53
4359,Northern,Kilinochchi,Kilinochchi,Other Health Institute,Regional Medical Supplies Division,"A9 Road, Kilinochchi",,9.3958619,80.4081115,,,Other Health Institu,null,,,null
4360,Northern,Kilinochchi,Vaddakachchi,Divisional Hospital,Divisional Hospital - Vaddakachchi,Vaddakachchi,,9.3754149,80.4548451,PKN0010157,,,,false,false,2018-08-08 04:59:18
4361,Northern,Kilinochchi,palai,Divisional Hospital,Divisional Hospital - Palai,"A9 Road, Palai",,9.6139009,80.3248802,PKN0010116,,,,false,false,2018-08-08 04:57:15
4362,Northern,Kilinochchi,palai,MOH Office,MOH Office - Palai,"A9 Road, Palai",,9.6108183,80.3282139,PKN0010249,,MOH,null,,,null
4363,Northern,Kilinochchi,Poonagary,MOH Office,MOH Office - Poonagary,Poonagary,,9.5072467,80.2088977,PKN0010256,,MOH,null,,,null
4364,Northern,Kilinochchi,Poonagary,Divisional Hospital,Divisional Hospital - Poonagary,Poonagary,,9.5077187,80.2086395,PKN0010124,,,,false,false,2018-08-08 05:01:44
4365,Northern,Kilinochchi,Kilinochchi,District General Hospital,District General Hospital - Kilinochchi,Kilinochchi,,9.3727554,80.4109718,,Provincial Council,General Hospital,,true,false,2018-08-16 11:49:59
4366,Northern,Kilinochchi,Vannerikulam,PMCU,PMCU - Vannerikkulam,Vannerikkulam,,9.3111639,80.2350738,,,,,false,false,2018-08-08 05:00:16
4367,Northern,Kilinochchi,Jeyapuram,MOH Office,MOH Office - Jeyapuram,Poonagari Sub Office-Jeyapuram,,9.3068987,80.1695005,,,MOH,null,,,null
4368,Northern,Kilinochchi,Jeyapuram,PMCU,PMCU - Jeyapuram,Jeyapuram,,9.3063281,80.1696373,,,,null,false,false,null
4369,Northern,Kilinochchi,Veravil,Divisional Hospital,Divisional Hospital - Veravil,Veravil,,9.3506961,80.0788708,PKN0010165,,,,false,false,2018-08-08 05:01:18
4370,Northern,Kilinochchi,Mulankavil,Base Hospital,Base Hospital - Mulankavil,Mulankavil,,9.2434779,80.1427623,PKN0010074,,Base Hospital,,false,false,2018-08-08 05:00:52
4371,Northern,Kilinochchi,Akkarayankulam,Divisional Hospital,Divisional Hospital - Akkarayankulam,Akkarayankulam,,9.3117867,80.31519804,PKN0010108,,,,false,false,2018-08-08 04:59:49
4372,Northern,Kilinochchi,Jeyanthinagar,Clinic,Gramodaya Health Center,Jeyanthinagar,,9.3896771,80.3805973,PKN0010074.01.31,,Clinic,null,,,null
4373,Northern,Kilinochchi,Uruthirapuram,Divisional Hospital,Divisional Hospital - Uruthirapuram,Uruthirapuram,,9.392957,80.358092,PKN0010140,,,,false,false,2018-08-08 04:58:47
4374,Northern,Kilinochchi,Sivanagar,Clinic,Primary Health Care Center - Sivanagar,Sivanagar,,9.4041547,80.3404732,PKN0010074.01.32,,Clinic,null,,,null
4375,Northern,Kilinochchi,Vaddakachchi,Clinic,Primary Health Care Center - Vaddakachchi,Vaddakachchi,,9.3748481,80.4553596,PKN0010074.01.33,,Clinic,null,,,null
4376,Northern,Kilinochchi,Mayavanoor,Clinic,Primary Health Care Center - Mayavanoor,Mayavanoor,,9.3529408,80.47199004,PKN0010074.01.34,,Clinic,null,,,null
4377,Northern,Kilinochchi,Ramanathapuram,Clinic,Primary Health Care Center - Ramanathapuram,Ramanathapuram,,9.3612706,80.4837848,PKN0010074.01.35,,Clinic,null,,,null
4378,Northern,Kilinochchi,Kalmadunagar,Clinic,Primary Health Care Center - Kalmadunagar,Kalmadunagar,,9.3704852,80.4970839,PKN0010074.01.36,,Clinic,null,,,null
4379,Northern,Kilinochchi,Ananthapuram,Clinic,Primary Health Care Center - Ananthapuram,Ananthapuram,,9.3819264,80.4079524,PKN0010074.01.37,,Clinic,null,,,null
4380,Northern,Kilinochchi,Santhapuram,Clinic,Primary Health Care Center - Santhapuram,Santhapuram,,9.3305942,80.4231516,PKN0010074.01.38,,Clinic,null,,,null
4381,Northern,Kilinochchi,Kanakampikaikulam,Clinic,Primary Health Care Center - Kanakampikaikulam,Kanakampikaikulam,,9.3550477,80.4114113,PKN0010074.01.39,,Clinic,null,,,null
4382,Northern,Kilinochchi,Ponnakar,Clinic,Primary Health Care Center - Ponnakar,Ponnakar,,9.3095088,80.4016914,PKN0010074.01.40,,Clinic,null,,,null
4383,Northern,Kilinochchi,Mudkompan,Clinic,Primary Health Care Center - Mudkompan,Mudkompan,,9.3817384,80.2689196,PKN0010074.01.41,,Clinic,null,,,null
